departure_delay,HourlyDryBulbTemperature_x,HourlyPrecipitation_x,HourlyStationPressure_x,HourlyVisibility_x,HourlyWindSpeed_x
-1,72,0,30.1,10,9
7,37,0,24.48,0.25,14
-7,59,0,29.98,10,8
-6,49,0.02,29.09,6,5
-11,59,0,29.98,10,8
-3,77,0,29.27,10,14
0,77,0,29.27,10,14
-7,57,0,30.37,10,8
-4,32,0,26.79,10,0
74,61,0,29.03,10,13
-5,51,0,30.44,10,5
2,74,0,29.25,8,11
-8,45,0,30.15,10,6
0,54,0.01,29.01,7,13
7,80,0,30.2,10,10
-5,72,0,29.18,10,9
-5,77,0,29.27,10,14
-7,60,0,30.27,10,9
-3,77,0,29.27,10,14
-12,53,0,30.45,10,6
-4,71,0,29.11,10,17
-5,70,0,29.1,10,15
-3,53,0,29.11,10,7
-4,51,0,29.25,9,7
-4,72,0,29.18,10,9
-8,53,0,30.45,10,6
-1,51,0,29.25,9,7
1,77,0,29.27,10,14
-7,53,0,30.41,10,10
-6,53,0,29.11,10,7
-1,73,0.04,30.1,4,11
5,72,0,30.1,10,9
-2,78,0.06,30.12,10,21
-4,46,0,28.89,10,15
-4,49,0.02,29.09,6,5
-3,73,0,29.23,8,11
-5,78,0.02,30.1,10,22
-2,54,0,29.62,10,5
-2,69,0,29.18,7,7
-3,56,0,29.99,10,0
-4,70,0,28.72,10,6
-2,54,0,28.86,9,6
-9,57,0,30.37,10,8
-7,51,0,30.43,10,8
-7,59,0,29.98,10,8
-9,57,0,23.76,10,10
1,57,0,30.18,3,9
-4,77,0,29.27,10,14
-6,60,0,30.27,10,9
6,73,0,30.19,10,3
-4,49,0.02,29.09,6,5
0,60,0,30.01,10,0
-3,43,0,29.1,0.25,7
4,77,0,29.27,10,14
-5,37,0,24.48,0.25,14
-3,72,0,30.1,10,9
30,33,0,25.57,10,6
-4,51,0,30.45,10,7
16,74,0,29.39,7,8
-7,43,0,29.1,0.25,7
46,53,0,29.11,10,7
-4,58,0,29.98,10,9
-8,61,0.3,29.82,2,18
-6,57,0,30.37,10,8
-10,51,0,29.99,10,0
0,60,0,30.01,10,0
-7,58,0,30.18,5,11
0,37,0,24.5,0.25,15
34,71,0,29.84,10,9
0,74,0,29.36,6,10
9,37,0,24.5,0.25,15
-8,65,0,30.12,2,6
20,63,0,29.68,10,3
-3,71,0,29.56,10,3
-4,37,0,24.48,0.25,14
-5,73,0,29.2,10,16
-4,78,0,29.86,10,11
0,77,0,29.27,10,14
-3,58,0,30.18,5,11
-1,78,0,30.01,10,10
-5,80,0,30.11,10,14
0,57,0,30.37,10,8
-2,59,0,29.98,10,6
-4,59,0,30.04,10,5
-6,40,0,29.12,10,8
4,37,0,24.5,0.25,15
-5,77,0,29.37,7,9
-2,77,0,29.39,7,16
12,35,0,28.31,3,5
-6,76,0,30.11,10,11
-15,53,0,30.45,10,6
-7,72,0,30.1,10,9
-13,52,0,30.41,10,8
3,51,0,30.45,10,7
-8,73,0,28.73,10,5
-4,57,0,30.37,10,8
-14,50,0,29.6,10,10
-3,82,0,30.2,10,13
0,51,0,29.99,10,0
-2,70,0,28.72,10,6
-2,48,0,29.28,9,8
-6,48,0,27.13,10,3
-7,78,0.06,30.12,10,21
-6,37,0,26.27,10,13
10,81,0,29.92,10,17
-8,48,0,30.27,10,0
-7,69,0,29.73,10,8
33,77,0,29.27,10,14
55,47,0,30,10,0
-8,51,0,30.45,10,7
-6,75,0,29.06,10,14
-5,76,0,29.49,10,13
5,73,0.04,30.1,4,11
-4,76,0,29.49,10,13
-6,49,0.02,29.09,6,5
-2,71,0,29.11,10,17
-8,78,0,29.4,9,14
-8,53,0,30.41,10,10
-3,57,0,30.37,10,8
89,46,0,29.82,8,0
-6,53,0,29.11,10,7
-2,73,0,29.84,10,9
-3,43,0,26.88,10,5
7,71,0,29.84,10,9
120,62,0,30.01,10,6
-9,48,0,30.27,10,0
-10,69,0,28.87,10,7
-9,76,0,30.11,10,11
9,69,0,29.49,7,8
-4,45,0,28.92,10,3
-7,78,0.02,30.1,10,22
-1,63,0,29.68,10,3
1,57,0,30.18,3,9
0,51,0,30.45,10,0
79,44,0,25.8,10,3
-4,53,0,29.11,10,7
-2,75,0,29.57,10,9
-6,52,0,30.41,10,8
-9,40,0,26.93,10,8
11,60,0,29.5,10,5
-6,53,0,29.11,10,7
-6,48,0,29.59,10,10
-5,68,0,29.44,10,9
-7,53,0,29.11,10,7
-8,77,0,29.27,10,14
-6,58,0,29.98,10,9
-3,49,0.02,29.09,6,5
-10,47,0,30,10,0
-10,29,0,23.67,10,0
-13,51,0,30.45,10,0
-7,44,0,25.8,10,3
-8,78,0,30.24,10,7
-3,64,0,29.21,10,9
-5,56,0,29.67,9,3
17,74,0,29.48,10,15
-6,78,0.06,30.12,10,21
-7,77,0,29.27,10,14
-5,77,0,29.27,10,14
-5,77,0,29.27,10,14
-2,61,0,29.67,9,0
-5,36,0.02,23.58,7,0
-9,57,0,30.37,10,8
-4,49,0.02,29.09,6,5
-2,53,0,29.11,10,7
-6,53,0,28.82,0.25,3
-5,75,0,29.18,10,9
-11,80,0,30.11,10,22
-2,71,0,29.11,10,17
-4,67,0,28.7,10,6
16,72,0,29.18,10,9
-8,57,0,30.37,10,8
-4,40,0,25.63,10,0
9,73,0,29.23,8,11
0,77,0,29.27,10,14
2,31,0,26.11,10,0
-5,78,0,29.86,10,11
-14,57,0,30.37,10,8
-3,75,0,29.18,10,9
-9,57,0,28.53,0.25,5
-4,44,0,25.15,10,3
-6,39,0,29.13,4,9
-11,53,0,29.11,10,7
-5,54,0,30.4,10,7
124,75,0,29.03,8,13
-1,77,0,29.37,7,9
-2,78,0,29.53,10,13
-1,53,0.03,29.16,6,3
-2,56,0,27.3,10,0
2,48,0,27.13,10,3
0,76,0,29.49,10,13
2,48,0,29.28,9,8
-5,69,0,29.18,7,7
-1,73,0,29.5,10,13
852,65,0,27.74,10,11
-1,75,0,29.39,8,9
-3,51,0,30.45,10,7
9,76,0,30.11,10,11
-9,54,0,30.4,10,7
0,59,0,30.04,10,5
-1,69,0,29.73,10,8
-7,60,0,30.27,10,9
1,37,0,24.5,0.25,15
-4,77,0,30.04,10,15
-8,43,0,29.1,0.25,8
52,37,0,24.48,0.25,14
-4,55,0,30.38,10,9
0,37,0,24.5,0.25,15
24,53,0.03,29.16,6,3
0,61,0,27.7,10,23
-6,77,0,30.08,10,9
9,76,0,30.11,10,11
-1,76,0,30.11,10,11
-11,54,0,29.23,10,0
-7,59,0,30.04,10,5
-5,72,0,29.18,10,9
24,68,0,29.23,10,9
-12,64,0,29.96,10,5
-9,38,0,29.66,10,0
-5,60,0,27.68,10,15
-9,63,0,29.69,10,3
-2,64,0,28.87,10,7
0,64,0,29.05,10,3
-3,43,0,29.1,0.25,8
10,50,0,29.6,10,10
26,78,0.02,30.1,10,22
5,68,0,29.23,10,9
-5,60,0,30.01,10,0
-3,50,0,30.28,10,0
54,77,0,29.41,8,10
16,58,0,30.18,5,11
-2,53,0,29.11,10,7
0,77,0,29.27,10,14
-2,77,0,29.27,10,14
-11,61,0,27.7,10,23
-5,48,0,29.28,9,8
-5,72,0,29.18,10,9
-6,53,0,29.11,10,7
-11,57,0,29.84,10,3
-1,64,0.15,29.74,10,13
4,74,0,29.25,8,11
-4,38,0,24.45,10,10
-9,44,0,28.68,10,3
0,53,0,30.42,10,9
-3,77,0,29.27,10,14
1,53,0,30.41,10,10
-11,53,0,29.11,10,7
0,77,0,29.27,10,14
1,51,0,30.45,10,0
-2,57,0,30.37,10,8
-9,45,0,29.72,10,5
-7,59,0,30.04,10,5
6,75,0.05,30.09,10,11
-2,50,0,30.4,10,3
2,78,0.02,30.1,10,22
7,75,0.1,30.1,7,15
-3,72,0,29.18,10,9
-5,80,0,30.11,10,22
-7,73,0,30.18,10,7
6,51,0,30.45,10,0
-3,50,0,29.6,10,10
-4,42,0,29.13,10,9
-2,72,0,29.18,10,9
-2,56,0,29.13,10,10
-5,48,0,29.28,9,8
-4,75,0.05,30.09,10,11
-1,49,0.02,29.09,6,5
3,59,0,30.04,10,5
109,77,0,29.27,10,14
4,31,0.01,24.72,4,7
-2,52,0,30.43,10,9
-3,69,0,29.18,7,7
-5,75,0,29.18,10,9
-5,76,0,29.85,10,13
-7,77,0,30.08,10,9
-3,73,0,29.84,10,9
-4,42,0,29.13,10,9
-7,52,0,30.41,10,8
-4,60,0,28.54,3,6
4,51,0,30.44,10,5
-2,71,0,29.84,10,9
11,81,0,29.96,10,15
-5,75,0,29.11,10,11
23,51,0,30.44,10,5
-4,60,0,29.96,10,0
33,73,0,29.5,10,13
-5,65,0,27.74,10,11
0,56,0,29.13,10,10
-3,54,0,30.41,10,9
-3,38,0,24.45,10,10
0,53,0,29.11,10,7
0,54,0,30.41,10,9
92,53,0,30.41,10,10
-2,69,0,29.49,7,8
-7,77,0,29.39,7,16
-5,76,0,29.49,10,13
-10,53,0,29.11,10,7
0,60,0,30.27,10,9
-4,53,0,29.11,10,7
-6,37,0,24.48,0.25,14
3,51,0,29.25,9,7
-7,77,0,29.27,10,14
-3,56,0,27.3,10,0
-6,71,0,25.99,10,8
1,74,0,29.48,10,15
-2,56,0,30.38,10,11
-2,74,0,30.22,10,3
-8,63,0,29.99,10,5
3,37,0,24.5,0.25,15
-6,65,0,27.74,10,11
-9,54,0,30.4,10,7
-7,48,0,29.28,9,8
0,79,0,30.12,10,16
-5,77,0,30.12,10,14
6,77,0,30.19,10,7
-9,72,0,29.18,10,9
-4,73,0,29.84,10,9
2,77,0,30.08,10,9
-2,80,0,30.11,10,14
-1,57,0,30.18,3,9
-1,58,0,29.97,10,5
20,56,0,29.17,10,9
-6,83,0,30.01,10,21
15,77,0,29.41,8,10
15,60,0,30.27,10,9
-1,74,0,29.39,7,8
-5,60,0,29.23,10,0
-2,59,0,29.98,10,8
-3,53,0,29.11,10,7
-9,66,0,29.19,10,13
10,53,0,29.11,10,7
-6,42,0,29.13,10,9
-1,58,0,30.18,5,11
-1,76,0,30.12,10,11
-5,60,0,29.23,10,0
-3,58,0,29.99,10,5
-5,70,0,28.72,10,6
2,66,0,29.99,10,5
-8,67,0,28.7,10,6
-7,66,0,28.69,10,3
-7,56,0,29.64,10,5
-16,63,0,29.97,10,0
-10,53,0,30.45,10,6
-3,76,0,29.49,10,13
-2,73,0,29.5,10,13
-3,48,0,29.59,10,10
174,42,0,23.82,10,3
